,sentiment,partisan_lean,state,Age.Percent Under 5 Years,Age.Percent Under 18 Years,Age.Percent 65 and Older,Miscellaneous.Percent Female,Ethnicities.White Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,date,state percent vaccinated,state_rate_0,state_rate-7,state_rate+7,state_rate+14,US percent vaccinated,US_rate_0,US_rate-7,US_rate+7,US_rate+14,lottery
806,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
807,0.0,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-07,48.23,5821.0,7931.0,6112.0,6040.0,47.53,6352.0,7539.0,5400.0,5527.0,0
810,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
811,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
813,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
814,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
816,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
817,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
819,0.125,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
820,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
821,0.0,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
822,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
823,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
824,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
825,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
826,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
827,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
829,0.2343434343434343,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
830,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
833,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
834,-0.25,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
835,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
836,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
837,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
838,0.2681818181818182,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
841,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
843,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
845,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
846,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
847,0.35,0.4216417935559855,Missouri,6.0,22.3,17.3,50.9,82.9,11.8,4.4,29.2,2021-05-07,38.64,4566.0,6868.0,4297.0,3724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
848,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
850,0.1363636363636363,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
851,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
852,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
853,0.2121212121212121,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
855,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
857,0.2787878787878788,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
858,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
859,0.2090909090909091,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
860,0.2787878787878788,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
861,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
862,0.2343434343434343,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
863,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
864,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
865,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
869,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
870,0.0,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-07,43.99,5984.0,8068.0,5682.0,5323.0,47.53,6352.0,7539.0,5400.0,5527.0,0
871,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
872,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
873,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
875,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
876,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
877,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
878,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
879,0.0,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-07,49.14,8080.0,9386.0,6488.0,6823.0,47.53,6352.0,7539.0,5400.0,5527.0,0
881,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
882,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
885,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
886,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
887,0.2454545454545454,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
889,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
890,0.05,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
891,0.16,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
892,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
893,0.125,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-07,59.21,10694.0,12675.0,9649.0,8229.0,47.53,6352.0,7539.0,5400.0,5527.0,0
894,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
895,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
896,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
897,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
898,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
899,0.2022727272727272,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
900,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
901,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
902,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
904,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
906,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
907,0.1121212121212121,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
909,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
910,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
912,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
913,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
914,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
915,0.1121212121212121,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
916,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
918,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
920,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
921,0.2343434343434343,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
922,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
925,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
926,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
927,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
928,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
930,-0.1,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
931,0.3454545454545454,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
932,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
933,0.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-07,36.07,5044.0,6420.0,4355.0,3387.0,47.53,6352.0,7539.0,5400.0,5527.0,0
934,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
935,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
936,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
937,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
939,0.1090909090909091,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
940,0.4,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-07,49.14,8080.0,9386.0,6488.0,6823.0,47.53,6352.0,7539.0,5400.0,5527.0,0
941,0.1121212121212121,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
942,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
943,0.2840909090909091,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
945,0.1371212121212121,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
946,0.0,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-07,48.23,5821.0,7931.0,6112.0,6040.0,47.53,6352.0,7539.0,5400.0,5527.0,0
948,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
949,0.8,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
951,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
952,0.5,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
954,0.0931818181818181,0.3412285707492213,Idaho,6.5,25.1,16.3,49.9,93.0,0.9,12.8,27.6,2021-05-07,34.86,3882.0,4728.0,3335.0,2535.0,47.53,6352.0,7539.0,5400.0,5527.0,0
955,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
956,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
957,0.31,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-07,46.93,7754.0,9375.0,9492.0,7329.0,47.53,6352.0,7539.0,5400.0,5527.0,False
958,0.5,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
960,-0.2,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
966,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
969,0.0,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
970,0.0,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-07,48.53,5656.0,8828.0,7848.0,6601.0,47.53,6352.0,7539.0,5400.0,5527.0,0
973,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
978,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
979,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
